opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,sector,year_established,revenue,employees,office_location,subsidiary_of,series,sales_price,manager,regional_office,cycle_time,revenue_log,employees_log,Target,Score_Risco
KVF0HK8S,Anna Snelling,MG Special,Domzoom,Won,2017-04-04,2017-04-12,59.0,entertainment,1998.0,217.87,551.0,United States,,MG,55.0,Dustin Brinkmann,Central,8,5.3884779462559935,6.313548046277095,1,53
Q81Q0PJK,Anna Snelling,GTX Plus Basic,Warephase,Won,2017-06-27,2017-07-06,991.0,services,1997.0,2041.73,5276.0,United States,,GTX,1096.0,Dustin Brinkmann,Central,9,7.622042427493597,8.571113033405668,1,50
59XUUWAQ,Kami Bicknell,MG Special,Blackzim,Lost,2017-05-11,2017-09-02,0.0,retail,2009.0,497.11,1588.0,United States,,MG,55.0,Summer Sewald,West,114,6.210820936167614,7.370860166536716,0,40
TTVQT1YD,Donn Cantrell,MG Advanced,Betasoloin,Lost,2017-06-16,2017-08-31,0.0,medical,1999.0,251.41,495.0,United States,,MG,3393.0,Rocco Neubert,East,76,5.531054749533568,6.206575926724928,0,49
JIYYV11P,Anna Snelling,MG Advanced,Genco Pura Olive Oil Company,Won,2017-03-04,2017-06-07,3081.0,retail,2007.0,894.33,1635.0,Italy,,MG,3393.0,Dustin Brinkmann,Central,95,6.797192365399952,7.400009517162692,1,48
HLX6W646,Vicki Laflamme,GTX Plus Pro,Dalttechnology,Won,2017-09-04,2017-11-19,5185.0,software,2013.0,98.79,96.0,United States,Bubba Gump,GTX,5482.0,Celia Rouche,West,76,4.603067977896221,4.574710978503383,1,40
I0TSIELX,Rosalina Dieter,GTX Plus Basic,Xx-holding,Won,2017-03-06,2017-05-29,987.0,finance,1993.0,7537.24,20293.0,United States,,GTX,1096.0,Celia Rouche,West,84,8.927744012004242,9.918080554839028,1,43
DR2H05BG,Cecily Lampkin,GTX Basic,Bioholding,Won,2017-09-09,2017-09-22,600.0,medical,2012.0,587.34,1356.0,Philipines,,GTX,550.0,Dustin Brinkmann,Central,13,6.377305012079846,7.213031659834869,1,42
AKC9GNVA,Corliss Cosme,GTXPro,Umbrella Corporation,Won,2017-08-15,2017-11-09,5868.0,finance,1998.0,2022.14,5113.0,United States,,,,Cara Losch,East,86,7.6124060389254975,8.539737155851132,1,42
TVU1PQEL,Jonathan Berthelot,GTX Plus Basic,Conecom,Won,2017-12-13,2017-12-28,1166.0,technolgy,2005.0,1520.66,1806.0,United States,,GTX,1096.0,Melvin Marxen,Central,15,7.3275571231903545,7.499423290592229,1,44
EK0KWGQX,Gladys Colclough,MG Advanced,Dontechi,Won,2017-06-21,2017-08-27,3177.0,software,1982.0,4618.0,10083.0,United States,,MG,3393.0,Melvin Marxen,Central,67,8.437933510430605,9.218705288307811,1,47
113O9JCA,Versie Hillebrand,MG Special,Codehow,Lost,2017-05-26,2017-09-09,0.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,MG,55.0,Dustin Brinkmann,Central,106,7.9068786691495045,7.879291485082271,0,36
W0LFL18P,Cassey Cress,GTX Plus Basic,Iselectrics,Lost,2017-07-05,2017-07-12,0.0,technolgy,2011.0,527.11,1428.0,United States,Acme Corporation,GTX,1096.0,Rocco Neubert,East,7,6.26930459534122,7.264730177929867,0,56
S7PY8R2V,Gladys Colclough,MG Advanced,Funholding,Won,2017-07-26,2017-07-28,3809.0,finance,1991.0,2819.5,7227.0,United States,Golddex,MG,3393.0,Melvin Marxen,Central,2,7.944669453180031,8.885717651712119,1,64
6EYTZB6F,Versie Hillebrand,MG Advanced,Konmatfix,Won,2017-09-09,2017-12-12,3811.0,marketing,1985.0,375.43,1190.0,United States,,MG,3393.0,Dustin Brinkmann,Central,94,5.930732106979362,7.0825485693553,1,42
RENW2N0H,Reed Clapper,GTXPro,Bioplex,Won,2017-09-17,2017-11-19,5186.0,medical,1991.0,326.82,1016.0,United States,,,,Rocco Neubert,East,63,5.792464677261214,6.92461239604856,1,42
N2C3ASJ9,James Ascencio,GTX Plus Pro,Scotfind,Won,2017-08-26,2017-09-06,6029.0,software,1996.0,6354.87,16780.0,United States,Bubba Gump,GTX,5482.0,Summer Sewald,West,11,8.757134074332273,9.728002573001161,1,50
NX2K0HQ9,Kami Bicknell,GTXPro,Nam-zim,Won,2017-05-05,2017-08-16,4352.0,services,1987.0,405.59,1179.0,Brazil,Warephase,,,Summer Sewald,West,103,6.007805306696034,7.07326971745971,1,43
1YBATFAY,James Ascencio,GTX Basic,Singletechno,Won,2017-12-24,2017-12-26,538.0,retail,1996.0,2214.94,5374.0,United States,,GTX,550.0,Summer Sewald,West,2,7.703431971688343,8.589513852995864,1,58
611J0LEK,Boris Faz,GTX Basic,Betasoloin,Won,2017-07-07,2017-07-09,574.0,medical,1999.0,251.41,495.0,United States,,GTX,550.0,Rocco Neubert,East,2,5.531054749533568,6.206575926724928,1,58
L1R32S8H,Corliss Cosme,GTX Plus Pro,Condax,Won,2016-12-24,2017-03-26,5228.0,medical,2017.0,4.54,9.0,United States,,GTX,5482.0,Cara Losch,East,92,1.7119945007591924,2.302585092994046,1,37
LFN6XPK7,Vicki Laflamme,MG Advanced,Sunnamplex,Won,2017-06-25,2017-06-27,2753.0,marketing,2008.0,894.37,1593.0,Poland,,MG,3393.0,Celia Rouche,West,2,6.797237040666615,7.374001859350161,1,59
DYWMK8OF,Rosalina Dieter,MG Advanced,Singletechno,Won,2017-06-03,2017-09-19,3314.0,retail,1996.0,2214.94,5374.0,United States,,MG,3393.0,Celia Rouche,West,108,7.703431971688343,8.589513852995864,1,41
WGYE40NI,Versie Hillebrand,MG Special,Betatech,Won,2017-09-04,2017-12-26,41.0,medical,1986.0,647.18,1185.0,Kenya,,MG,55.0,Dustin Brinkmann,Central,113,6.474168435556948,7.078341579557671,1,36
Y7TVU9AY,Niesha Huffines,GTX Basic,Streethex,Lost,2017-07-24,2017-11-06,0.0,retail,1988.0,1376.8,1165.0,Belgium,,GTX,550.0,Melvin Marxen,Central,105,7.228243303159095,7.061334366910438,0,44
7T109BBY,Lajuana Vencill,GTX Basic,dambase,Lost,2017-05-06,2017-05-20,0.0,marketing,1995.0,2173.98,2928.0,United States,Inity,GTX,550.0,Dustin Brinkmann,Central,14,7.684774748078207,7.982416346827733,0,46
DDWSCXZA,Moses Frase,MG Advanced,Rundofase,Won,2017-07-30,2017-09-19,3457.0,technolgy,1983.0,1008.06,1238.0,United States,,MG,3393.0,Dustin Brinkmann,Central,51,6.916774483402297,7.122059881629142,1,42
U3HKMX4U,Darcel Schlecht,GTXPro,Codehow,Won,2017-08-12,2017-11-04,4582.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,,,Melvin Marxen,Central,84,7.9068786691495045,7.879291485082271,1,43
3F5MZNEH,Rosalina Dieter,MG Special,Sonron,Lost,2016-11-05,2017-03-03,0.0,telecommunications,1999.0,1699.85,5108.0,United States,,MG,55.0,Celia Rouche,West,118,7.438883405085958,8.538758969330798,0,32
T58EDFV0,Kami Bicknell,GTX Basic,Goodsilron,Won,2017-11-20,2017-12-08,504.0,marketing,2000.0,2952.73,5107.0,United States,,GTX,550.0,Summer Sewald,West,18,7.990824057424448,8.53856321715243,1,43
283Y9ULR,Vicki Laflamme,MG Special,Konex,Won,2017-09-02,2017-09-23,47.0,technolgy,1980.0,7708.38,13756.0,United States,,MG,55.0,Celia Rouche,West,21,8.950193048278516,9.529303064460995,1,42
SDJDM8RI,Cassey Cress,MG Advanced,Umbrella Corporation,Lost,2017-04-23,2017-08-20,0.0,finance,1998.0,2022.14,5113.0,United States,,MG,3393.0,Rocco Neubert,East,119,7.6124060389254975,8.539737155851132,0,46
OLK9LKZB,Niesha Huffines,GTX Plus Basic,Zumgoity,Won,2016-11-01,2017-03-03,1026.0,medical,1984.0,441.08,1210.0,United States,,GTX,1096.0,Melvin Marxen,Central,122,6.091490861175107,7.099201743553092,1,48
H29XGJ5H,Anna Snelling,GTX Basic,Rangreen,Lost,2017-09-30,2017-12-04,0.0,technolgy,1987.0,2938.67,8775.0,Panama,,GTX,550.0,Dustin Brinkmann,Central,65,7.9860526091348385,9.079776001955066,0,45
X7HK448T,Lajuana Vencill,GTX Basic,Funholding,Won,2017-03-04,2017-06-22,496.0,finance,1991.0,2819.5,7227.0,United States,Golddex,GTX,550.0,Dustin Brinkmann,Central,110,7.944669453180031,8.885717651712119,1,44
ZOQ8RC86,Marty Freudenburg,GTXPro,Treequote,Won,2017-01-04,2017-05-05,4667.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,,,Melvin Marxen,Central,121,8.569233306863506,9.059052257762401,1,43
QBCK25DV,Anna Snelling,MG Special,Inity,Won,2017-04-13,2017-04-15,58.0,marketing,1986.0,2403.58,8801.0,United States,,MG,55.0,Dustin Brinkmann,Central,2,7.785130531114553,9.082734247371036,1,56
V135X5B7,Violet Mclelland,MG Advanced,Xx-zobam,Won,2017-05-14,2017-05-17,3720.0,entertainment,1989.0,3838.39,8274.0,United States,,MG,3393.0,Cara Losch,East,3,8.253068778796447,9.020994200245264,1,60
FLANUQCV,Corliss Cosme,GTX Plus Basic,Initech,Won,2017-06-19,2017-09-21,1236.0,telecommunications,1994.0,6395.05,20275.0,United States,,GTX,1096.0,Cara Losch,East,94,8.763435891309156,9.91719319959224,1,43
YZX90X8X,Wilburn Farren,GTXPro,Umbrella Corporation,Won,2017-12-19,2017-12-28,4315.0,finance,1998.0,2022.14,5113.0,United States,,,,Cara Losch,East,9,7.6124060389254975,8.539737155851132,1,48
T94JAB4C,Vicki Laflamme,MG Special,Plexzap,Won,2017-09-10,2017-11-22,58.0,retail,2001.0,2437.85,4874.0,United States,,MG,55.0,Celia Rouche,West,73,7.799281895709674,8.491875383431948,1,44
P4GX3HZH,Anna Snelling,MG Special,Dontechi,Won,2017-05-11,2017-05-26,52.0,software,1982.0,4618.0,10083.0,United States,,MG,55.0,Dustin Brinkmann,Central,15,8.437933510430605,9.218705288307811,1,44
GNL7T2JP,Corliss Cosme,GTXPro,Silis,Lost,2017-04-13,2017-04-18,0.0,medical,1994.0,2818.38,6290.0,United States,,,,Cara Losch,East,5,7.944272281603784,8.74687531957003,0,58
3X2HOUYU,Vicki Laflamme,GTX Basic,Fasehatice,Won,2017-05-14,2017-08-16,575.0,retail,1990.0,4968.91,7523.0,United States,,GTX,550.0,Celia Rouche,West,94,8.511157010274799,8.925853190420922,1,43
8VO26H1R,Kary Hendrixson,GTXPro,Faxquote,Lost,2017-12-06,2017-12-22,0.0,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,,,Summer Sewald,West,16,7.510332029356891,8.629807335785372,0,45
VPIXVUUE,Gladys Colclough,GTX Basic,Cancity,Lost,2017-11-05,2017-11-16,0.0,retail,2001.0,718.62,2448.0,United States,,GTX,550.0,Melvin Marxen,Central,11,6.578723294908609,7.803435056952168,0,55
OYUUU6B9,Darcel Schlecht,GTX Basic,Bioholding,Lost,2017-07-11,2017-11-09,0.0,medical,2012.0,587.34,1356.0,Philipines,,GTX,550.0,Melvin Marxen,Central,121,6.377305012079846,7.213031659834869,0,38
C3HN12Z8,Maureen Marcano,GTX Basic,Kan-code,Lost,2017-09-21,2017-10-03,0.0,software,1982.0,11698.03,34288.0,United States,,GTX,550.0,Summer Sewald,West,12,9.367261211366051,10.442579882010428,0,59
SWKGC34P,Lajuana Vencill,MG Special,dambase,Lost,2017-10-15,2017-10-21,0.0,marketing,1995.0,2173.98,2928.0,United States,Inity,MG,55.0,Dustin Brinkmann,Central,6,7.684774748078207,7.982416346827733,0,61
1YYN3PBU,Markita Hansen,MG Advanced,Faxquote,Lost,2017-03-04,2017-05-13,0.0,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,MG,3393.0,Celia Rouche,West,70,7.510332029356891,8.629807335785372,0,49
BN8UTT8O,Rosie Papadopoulos,MG Special,Condax,Lost,2017-02-07,2017-06-04,0.0,medical,2017.0,4.54,9.0,United States,,MG,55.0,Cara Losch,East,117,1.7119945007591924,2.302585092994046,0,35
PGT70Q4T,Markita Hansen,MG Advanced,Plexzap,Won,2017-09-15,2017-12-01,3663.0,retail,2001.0,2437.85,4874.0,United States,,MG,3393.0,Celia Rouche,West,77,7.799281895709674,8.491875383431948,1,49
UUCSEHJX,Darcel Schlecht,GTX Plus Pro,Warephase,Won,2017-10-19,2017-10-27,6276.0,services,1997.0,2041.73,5276.0,United States,,GTX,5482.0,Melvin Marxen,Central,8,7.622042427493597,8.571113033405668,1,53
YY4VFPND,Kary Hendrixson,GTX Plus Basic,Golddex,Won,2017-12-08,2017-12-29,1168.0,finance,2008.0,52.5,165.0,United States,,GTX,1096.0,Summer Sewald,West,21,3.979681653901961,5.111987788356544,1,44
WV41OJHX,Wilburn Farren,MG Advanced,Ganjaflex,Won,2017-09-27,2017-10-03,3786.0,retail,1995.0,5158.71,17479.0,Japan,,MG,3393.0,Cara Losch,East,6,8.548635655345855,9.768812649209526,1,58
9OT0018Y,Markita Hansen,MG Advanced,Goodsilron,Lost,2017-09-29,2017-10-10,0.0,marketing,2000.0,2952.73,5107.0,United States,,MG,3393.0,Celia Rouche,West,11,7.990824057424448,8.53856321715243,0,57
V9WVYEE9,Moses Frase,GTX Plus Pro,Codehow,Lost,2017-07-12,2017-07-20,0.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,GTX,5482.0,Dustin Brinkmann,Central,8,7.9068786691495045,7.879291485082271,0,51
24LP4J8U,Daniell Hammack,GTXPro,Kan-code,Lost,2017-04-13,2017-05-13,0.0,software,1982.0,11698.03,34288.0,United States,,,,Rocco Neubert,East,30,9.367261211366051,10.442579882010428,0,45
1T8R8X79,Zane Levy,MG Advanced,Nam-zim,Won,2017-09-19,2017-11-19,4249.0,services,1987.0,405.59,1179.0,Brazil,Warephase,MG,3393.0,Summer Sewald,West,61,6.007805306696034,7.07326971745971,1,46
0SMQAD34,Darcel Schlecht,MG Advanced,Domzoom,Lost,2017-04-06,2017-04-08,0.0,entertainment,1998.0,217.87,551.0,United States,,MG,3393.0,Melvin Marxen,Central,2,5.3884779462559935,6.313548046277095,0,60
6AALZVSE,Rosalina Dieter,MG Advanced,Finjob,Won,2017-03-31,2017-04-02,4080.0,employment,1988.0,2059.9,3644.0,United States,,MG,3393.0,Celia Rouche,West,2,7.630898059577463,8.201111644442758,1,61
P60PIE95,Donn Cantrell,GTX Plus Pro,Yearin,Won,2017-07-09,2017-09-16,5861.0,retail,2005.0,2261.05,3851.0,United States,,GTX,5482.0,Rocco Neubert,East,69,7.724026760764218,8.256347772918016,1,48
O2BF1KAT,Garret Kinder,MG Special,Mathtouch,Lost,2017-09-30,2017-12-19,0.0,marketing,1984.0,3027.46,9516.0,Jordan,,MG,55.0,Cara Losch,East,80,8.015809518475102,9.160834952072344,0,46
D7MYDHMF,Jonathan Berthelot,GTX Basic,Conecom,Won,2017-04-20,2017-04-29,657.0,technolgy,2005.0,1520.66,1806.0,United States,,GTX,550.0,Melvin Marxen,Central,9,7.3275571231903545,7.499423290592229,1,49
QAJPUEN2,Darcel Schlecht,GTXPro,Betatech,Lost,2017-08-07,2017-08-18,0.0,medical,1986.0,647.18,1185.0,Kenya,,,,Melvin Marxen,Central,11,6.474168435556948,7.078341579557671,0,52
WDHNR2EI,Violet Mclelland,MG Special,Silis,Won,2016-12-14,2017-03-20,57.0,medical,1994.0,2818.38,6290.0,United States,,MG,55.0,Cara Losch,East,96,7.944272281603784,8.74687531957003,1,43
DCZOTU5X,Kary Hendrixson,GTX Basic,Konex,Lost,2017-09-05,2017-11-13,0.0,technolgy,1980.0,7708.38,13756.0,United States,,GTX,550.0,Summer Sewald,West,69,8.950193048278516,9.529303064460995,0,45
2ICN8RJP,Darcel Schlecht,GTXPro,Rundofase,Won,2017-08-14,2017-11-04,3902.0,technolgy,1983.0,1008.06,1238.0,United States,,,,Melvin Marxen,Central,82,6.916774483402297,7.122059881629142,1,43
RLHNJZBW,Darcel Schlecht,GTXPro,Conecom,Won,2017-06-16,2017-08-11,5843.0,technolgy,2005.0,1520.66,1806.0,United States,,,,Melvin Marxen,Central,56,7.3275571231903545,7.499423290592229,1,44
FVTCAFCL,Kary Hendrixson,GTX Basic,Newex,Won,2017-11-21,2017-12-22,597.0,services,1991.0,1012.72,3492.0,Germany,,GTX,550.0,Summer Sewald,West,31,6.921382011896794,8.158516244806831,1,43
QDNA6HW3,Gladys Colclough,MG Advanced,Rangreen,Won,2017-07-24,2017-08-07,3271.0,technolgy,1987.0,2938.67,8775.0,Panama,,MG,3393.0,Melvin Marxen,Central,14,7.9860526091348385,9.079776001955066,1,46
NU8LWEWU,James Ascencio,GTX Plus Pro,Groovestreet,Won,2017-01-18,2017-05-03,5264.0,retail,2003.0,223.8,299.0,United States,,GTX,5482.0,Summer Sewald,West,105,5.415211118019536,5.703782474656201,1,34
LXLU6LFC,Daniell Hammack,MG Advanced,Kinnamplus,Lost,2017-06-23,2017-08-30,0.0,retail,2004.0,702.72,1831.0,United States,,MG,3393.0,Rocco Neubert,East,68,6.556380549770846,7.513163545234075,0,48
RJD0D0GD,Zane Levy,GTXPro,Zoomit,Won,2017-06-22,2017-09-06,4356.0,entertainment,1992.0,324.19,978.0,United States,,,,Summer Sewald,West,76,5.7844096268933525,6.88653164253051,1,46
5QNUZYIL,Boris Faz,MG Advanced,Umbrella Corporation,Won,2017-06-08,2017-06-24,3681.0,finance,1998.0,2022.14,5113.0,United States,,MG,3393.0,Rocco Neubert,East,16,7.6124060389254975,8.539737155851132,1,43
HZNNKQ0T,Corliss Cosme,GTX Plus Basic,Donquadtech,Won,2017-10-01,2017-10-03,1076.0,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,GTX,1096.0,Cara Losch,East,2,7.446398383944561,8.069342366811636,1,58
DOVNGYN4,Kami Bicknell,GTX Basic,Green-Plus,Lost,2017-07-06,2017-07-12,0.0,services,2003.0,692.19,1922.0,United States,,GTX,550.0,Summer Sewald,West,6,6.541304131886272,7.56164174558878,0,56
P8LGQH9G,Niesha Huffines,GTXPro,Genco Pura Olive Oil Company,Lost,2017-06-18,2017-06-21,0.0,retail,2007.0,894.33,1635.0,Italy,,,,Melvin Marxen,Central,3,6.797192365399952,7.400009517162692,0,61
DFSRHCXU,Donn Cantrell,GTX Basic,Donquadtech,Won,2017-06-13,2017-08-28,496.0,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,GTX,550.0,Rocco Neubert,East,76,7.446398383944561,8.069342366811636,1,47
MFYR7SSG,Kami Bicknell,MG Special,Plexzap,Won,2017-10-27,2017-12-15,53.0,retail,2001.0,2437.85,4874.0,United States,,MG,55.0,Summer Sewald,West,49,7.799281895709674,8.491875383431948,1,44
PAGZQH8L,Cecily Lampkin,MG Advanced,Treequote,Won,2016-11-25,2017-03-06,3956.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,MG,3393.0,Dustin Brinkmann,Central,101,8.569233306863506,9.059052257762401,1,42
VBG91TQH,Marty Freudenburg,GTX Basic,Isdom,Won,2017-03-06,2017-06-11,545.0,medical,2002.0,3178.24,4540.0,United States,,GTX,550.0,Melvin Marxen,Central,97,8.064397453499982,8.420902531097951,1,44
NDMEB0VG,Garret Kinder,MG Advanced,Kan-code,Lost,2017-09-27,2017-10-05,0.0,software,1982.0,11698.03,34288.0,United States,,MG,3393.0,Cara Losch,East,8,9.367261211366051,10.442579882010428,0,58
8JR8LXEU,Gladys Colclough,MG Special,Betatech,Won,2017-11-01,2017-11-05,53.0,medical,1986.0,647.18,1185.0,Kenya,,MG,55.0,Melvin Marxen,Central,4,6.474168435556948,7.078341579557671,1,61
XHHJ48MJ,Kami Bicknell,GTX Basic,Y-corporation,Won,2017-01-17,2017-03-14,607.0,employment,1983.0,2871.35,9561.0,United States,,GTX,550.0,Summer Sewald,West,56,7.962885789038285,9.165552189186048,1,44
HLXSEMXV,Kami Bicknell,MG Special,Doncon,Won,2017-12-21,2017-12-28,50.0,technolgy,2010.0,587.72,1501.0,United States,,MG,55.0,Summer Sewald,West,7,6.377950688618344,7.31455283232408,1,53
ZNE0DAIF,Hayden Neloms,GTX Plus Basic,Hottechi,Lost,2017-09-26,2017-11-24,0.0,technolgy,1997.0,8170.38,16499.0,Korea,,GTX,1096.0,Celia Rouche,West,59,9.008393084238966,9.711115659888671,0,41
50OYB2YN,Corliss Cosme,GTX Plus Basic,Kinnamplus,Won,2017-11-11,2017-11-20,1180.0,retail,2004.0,702.72,1831.0,United States,,GTX,1096.0,Cara Losch,East,9,6.556380549770846,7.513163545234075,1,50
8BZLOF0K,Markita Hansen,GTX Plus Basic,Newex,Lost,2017-08-21,2017-08-29,0.0,services,1991.0,1012.72,3492.0,Germany,,GTX,1096.0,Celia Rouche,West,8,6.921382011896794,8.158516244806831,0,59
J03H7OQF,Darcel Schlecht,MG Special,Betatech,Won,2017-07-08,2017-07-16,54.0,medical,1986.0,647.18,1185.0,Kenya,,MG,55.0,Melvin Marxen,Central,8,6.474168435556948,7.078341579557671,1,53
6RL97BR9,Moses Frase,MG Special,Inity,Lost,2017-02-05,2017-05-08,0.0,marketing,1986.0,2403.58,8801.0,United States,,MG,55.0,Dustin Brinkmann,Central,92,7.785130531114553,9.082734247371036,0,40
R2CG5WED,James Ascencio,GTX Plus Pro,Singletechno,Lost,2017-10-13,2017-12-03,0.0,retail,1996.0,2214.94,5374.0,United States,,GTX,5482.0,Summer Sewald,West,51,7.703431971688343,8.589513852995864,0,43
SICU0A7Z,Lajuana Vencill,GTX Basic,Stanredtax,Won,2017-04-26,2017-04-27,517.0,finance,1987.0,1698.2,3798.0,United States,,GTX,550.0,Dustin Brinkmann,Central,1,7.43791283104762,8.242493153187626,1,63
F58R70DY,Reed Clapper,GTXPro,Donquadtech,Won,2017-09-03,2017-09-10,4641.0,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,,,Rocco Neubert,East,7,7.446398383944561,8.069342366811636,1,54
BVOO33UA,Hayden Neloms,MG Advanced,Cheers,Won,2017-03-05,2017-06-28,3397.0,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,MG,3393.0,Celia Rouche,West,115,8.35957985684692,8.77539495854551,1,34
TGTJ0NBT,Kary Hendrixson,GTX Plus Basic,Doncon,Lost,2017-07-23,2017-07-30,0.0,technolgy,2010.0,587.72,1501.0,United States,,GTX,1096.0,Summer Sewald,West,7,6.377950688618344,7.31455283232408,0,56
7350YGG4,Corliss Cosme,GTX Plus Basic,Silis,Won,2017-02-16,2017-05-29,1111.0,medical,1994.0,2818.38,6290.0,United States,,GTX,1096.0,Cara Losch,East,102,7.944272281603784,8.74687531957003,1,42
G8C3GRPO,Garret Kinder,MG Advanced,Vehement Capital Partners,Won,2017-10-08,2017-10-20,2812.0,finance,1993.0,646.1,883.0,United States,Golddex,MG,3393.0,Cara Losch,East,12,6.47250084206322,6.784457062637643,1,66
EJMX0EIJ,Darcel Schlecht,GTX Plus Pro,Betatech,Won,2016-12-13,2017-03-20,4278.0,medical,1986.0,647.18,1185.0,Kenya,,GTX,5482.0,Melvin Marxen,Central,97,6.474168435556948,7.078341579557671,1,42
TXUDSYGY,Lajuana Vencill,MG Advanced,Rangreen,Won,2017-08-19,2017-11-02,3024.0,technolgy,1987.0,2938.67,8775.0,Panama,,MG,3393.0,Dustin Brinkmann,Central,75,7.9860526091348385,9.079776001955066,1,47
77JIGDNZ,Daniell Hammack,GTX Plus Basic,Bubba Gump,Lost,2017-09-15,2017-12-07,0.0,software,2002.0,987.39,2253.0,United States,,GTX,1096.0,Rocco Neubert,East,83,6.896077356701882,7.720461694599722,0,46
Z9DK5289,Kami Bicknell,GTXPro,Golddex,Lost,2017-07-10,2017-07-12,0.0,finance,2008.0,52.5,165.0,United States,,,,Summer Sewald,West,2,3.979681653901961,5.111987788356544,0,58
E5UW8AGQ,Anna Snelling,GTX Basic,Streethex,Won,2017-03-09,2017-06-11,595.0,retail,1988.0,1376.8,1165.0,Belgium,,GTX,550.0,Dustin Brinkmann,Central,94,7.228243303159095,7.061334366910438,1,45
SFIMNCPZ,Violet Mclelland,MG Advanced,Mathtouch,Lost,2017-07-08,2017-07-10,0.0,marketing,1984.0,3027.46,9516.0,Jordan,,MG,3393.0,Cara Losch,East,2,8.015809518475102,9.160834952072344,0,59
6OXOIJ4D,Wilburn Farren,MG Advanced,Condax,Won,2017-10-19,2017-12-16,3089.0,medical,2017.0,4.54,9.0,United States,,MG,3393.0,Cara Losch,East,58,1.7119945007591924,2.302585092994046,1,41
VW2PJALW,Versie Hillebrand,GTX Plus Pro,Cancity,Won,2017-10-11,2017-11-29,5211.0,retail,2001.0,718.62,2448.0,United States,,GTX,5482.0,Dustin Brinkmann,Central,49,6.578723294908609,7.803435056952168,1,42
3LJAJVHR,Cassey Cress,GTXPro,Opentech,Lost,2017-01-25,2017-05-29,0.0,finance,1994.0,355.23,853.0,United States,,,,Rocco Neubert,East,124,5.875576589656054,6.74993119378857,0,45
BNIU5YZ2,Marty Freudenburg,GTX Plus Basic,Toughzap,Won,2017-07-23,2017-08-07,1006.0,retail,1995.0,332.43,799.0,United States,,GTX,1096.0,Melvin Marxen,Central,15,5.809432948272155,6.684611727667927,1,45
3SOLZEZX,Hayden Neloms,GTX Plus Pro,Goodsilron,Won,2017-11-28,2017-12-12,5702.0,marketing,2000.0,2952.73,5107.0,United States,,GTX,5482.0,Celia Rouche,West,14,7.990824057424448,8.53856321715243,1,39
9XU06EA8,Gladys Colclough,GTXPro,Codehow,Lost,2017-08-29,2017-11-01,0.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,,,Melvin Marxen,Central,64,7.9068786691495045,7.879291485082271,0,46
3ZM8BJQO,Kami Bicknell,GTXPro,Labdrill,Won,2017-04-04,2017-05-31,4398.0,medical,1985.0,2741.37,9226.0,United States,,,,Summer Sewald,West,57,7.916577789020406,9.129889247578555,1,45
KK4VW0ZM,Niesha Huffines,MG Advanced,Ron-tech,Lost,2017-04-18,2017-05-22,0.0,medical,1992.0,3922.42,6837.0,United States,,MG,3393.0,Melvin Marxen,Central,34,8.274719001401705,8.830250570199247,0,47
PGG2DUPO,Lajuana Vencill,GTX Plus Basic,Ron-tech,Won,2017-10-24,2017-10-31,1133.0,medical,1992.0,3922.42,6837.0,United States,,GTX,1096.0,Dustin Brinkmann,Central,7,8.274719001401705,8.830250570199247,1,64
U68B4UQU,Cecily Lampkin,GTX Plus Pro,Treequote,Won,2017-08-29,2017-09-13,5096.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,GTX,5482.0,Dustin Brinkmann,Central,15,8.569233306863506,9.059052257762401,1,41
FNY6F0KF,Moses Frase,MG Special,Statholdings,Won,2017-02-22,2017-05-15,58.0,employment,1997.0,291.27,586.0,United States,,MG,55.0,Dustin Brinkmann,Central,82,5.677678032570093,6.375024819828097,1,41
TPP1IGKV,Kary Hendrixson,GTXPro,Nam-zim,Lost,2017-07-10,2017-07-17,0.0,services,1987.0,405.59,1179.0,Brazil,Warephase,,,Summer Sewald,West,7,6.007805306696034,7.07326971745971,0,55
8EF4D82U,Boris Faz,GTXPro,Mathtouch,Won,2017-07-14,2017-09-14,3834.0,marketing,1984.0,3027.46,9516.0,Jordan,,,,Rocco Neubert,East,62,8.015809518475102,9.160834952072344,1,42
PVZ4YGQG,Donn Cantrell,GTX Plus Basic,Donware,Lost,2017-12-02,2017-12-11,0.0,marketing,1999.0,1197.44,2570.0,United States,,GTX,1096.0,Rocco Neubert,East,9,7.088775990043044,7.852050207265889,0,51
M92Y63Q3,Jonathan Berthelot,MG Special,Domzoom,Won,2017-03-05,2017-05-05,59.0,entertainment,1998.0,217.87,551.0,United States,,MG,55.0,Melvin Marxen,Central,61,5.3884779462559935,6.313548046277095,1,43
